Name,Author,Path,Servings,Ingredients,Instructions
Cedar-Plank Honey-Bourbon Nectarines,Tested and perfected in the Sur la Table kitchen,home/recipes/desserts/dessert-sauces/Cedar-Plank Honey-Bourbon Nectarines,4 servings,  2 cedar planks   2/3 cup bourbon  3/4 cup honey  1/2 teaspoon freshly ground black pepper 4 ripe but firm nectarines pitted and quartered  1/2 tablespoon lemon juice   ,Cedar wood imparts a lush smoky aroma and flavor.  When cooking with planks they need to be immersed in water at least an hour prior to grilling. A water-soaked plank produces a maximum smoke flavor and is more resistant to charring on the grill.  Fully emerge cedar planks in cold water at least an hour prior to cooking  In a small saucepan over medium-high heat combine the bourbon honey and pepper. Bring to the boil and then reduce the heat to a simmer until the liquid has reduced by half about 5 minutes. Remove the saucepan from the heat and let cool.   Arrange the nectarines flesh side up in a dish just enough to hold them in one layer and brush with lemon juice.  Use a silicone brush to lightly coat the nectarines with half of the honey-bourbon mixture and allow to marinate for at least 30 minutes to 1 hour.   Prepare a moderate charcoal fire or preheat a gas grill to medium. Close grill lid and preheat to around 375 degrees F. Alternatively preheat an oven to 375 degrees F and place a rack in the center.  Remove the soaked cedar plank from the water and place on a grill rack. Close the grill and allow the board to heat for a few minutes until it begins to smoke or crackle. If using a plank for the first time season the plank by placing it on a preheated grill for 2 minutes turning once. Lightly toasting the plank on both sides will intensify its smoky flavor and prevent warping. When the plank starts crackling it's ready for cooking.  Using tongs arrange the nectarines cut side up on the cedar plank. Cover the grill or close the oven and cook until nectarines are hot and tender about 5 minutes.   To serve: Remove the plank from the grill or oven and transfer to a dessert plate. Drizzle with remaining honey-bourbon mixture and garnish with a dollop of freshly whipped cream or vanilla ice cream.   
Beet and Goat Cheese Ravioli with Arugula Pesto,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/grains-legumes-pasta/Beet and Goat Cheese Ravioli with Arugula Pesto,4 servings,  1 (6 to 8 ounce) red beet cleaned  3/4 cup fresh goat cheese 1 egg beaten 2 tablespoons freshly grated Parmesan cheese Kosher salt and freshly ground black pepper 1 recipe fresh pasta dough (ingredients below)  2 cloves garlic peeled  3/4 cup almonds toasted and chopped  4 cups packed arugula wash and dried stems removed 3 cups packed Italian flat-leaf parsley washed and dried stems removed 1/3 cup extra-virgin olive oil 1/3 cup grated Pecorino Romano cheese  3/4 cup sherry vinegar Juice of one lemon Kosher salt and freshly ground black pepper  Basic Pasta Dough: Serves 2 as a main course and 4 as an appetizer.    1 cup all purpose flour 1 egg 1 tablespoon olive oil Salt   ,This perfectly balanced dish combines earthy beets with a mild creamy goat cheese. The nutty yet slightly spicy pesto offers depth of flavor and a wonderful bright green color burst.   To prepare the ravioli filling: Preheat an oven to 425 degrees and position a rack in the middle. Wrap the beet in aluminum foil and place in a roasting pan and roast until tender about 40 minutes. Transfer from the oven and let cool. Clean the beet and cut into quarters. In a food processor fitted with a metal blade add the beets and process until smooth. Add the goat cheese egg and Parmesan. Season with salt and pepper and set aside.   To prepare arugula pesto: In the bowl of a food processor fitted with a metal blade add garlic almonds arugula and parsley. Pulse to roughly chop. Add olive oil in a steady stream and process to a smooth paste. Stop motor and add cheese vinegar and lemon juice stirring by hand to combine. Taste and season with salt pepper and more vinegar as needed.  To prepare the pasta dough: Mound the flour on a work surface. Make a well in the center of the flour and add the egg olive oil and salt.  Mix the egg and oil together with a fork and gradually incorporate some of the flour to make a smooth dough.  When the dough has formed enough that you can handle it continue to work in the flour by hand (without the fork). When the dough is no longer sticky roll it with the pasta machine (continue to add flour) and cut the ribbons into 3-inch squares.   To prepare ravioli: Place 2 teaspoons of the filling in the center of each pasta square. Bring 1 corner of the square to the other forming a triangle and seal the pasta completely. Add the pasta to a pot of boiling salted water. Reserve  3/4cup of the pasta cooking water. Cook until al dente about 2 to 3 minutes or until the pasta floats and is pale in color.   Remove the pasta from the water and drain well. Season with salt and pepper. Transfer the pasta to a medium bowl. Add one tablespoon of pesto at a time tossing with each new addition until the pasta is well coated adding pasta water and seasoning if necessary.                                              To serve: Divide the ravioli between 4 warmed serving plates and serve immediately.  
Risotto Style Pasta with Olives Arugula and Herbs,All-Clad,home/recipes/main-courses/grains-legumes-pasta/Risotto Style Pasta with Olives Arugula and Herbs,4 servings,  1 shallot peeled and thinly sliced 1  1/2 teaspoon minced garlic  3/4 teaspoon red pepper flakes 3 tablespoons olive oil  1/2 cup finely chopped pitted green olives 1 tablespoon capers drained  3/4 cup white wine 8 ounces ziti or other tubular pasta 3 to 4 cups chicken stock  3/4 cup fresh basil shredded 1 cup Baby Arugula Fresh Parmesan cheese   ,Substituting Pasta for rice and cooking "risotto style" creates a creamy delicious flavor packed pasta dish.  Following the risotto method and cooking the pasta in broth rather than water allows the pasta to absorb all of the flavors of the ingredients used in the sauce.  In the All-Clad Sear & Steam Pan add the olive oil and cook the shallots minced garlic and red pepper flakes over low heat stirring for 1 to 2 minutes until garlic and shallot are soft but not browned.  Stir in the olives and capers cook stirring for 1 minute.  Add the white wine and stir to combine. Add the pasta and stir. The pasta will become glossy as the wine is absorbed.    When wine is absorbed begin adding the stock  1/2 cup at a time.  Continue stirring and adding additional stock  1/2 cup at a time until the pasta is al dente and the sauce coats the pasta. (approximately 15 minutes)  Remove the pan from the heat and add the fresh basil stir to combine. Add the arugula and toss.  Serve the pasta with grated fresh Parmesan cheese.   
Wild Mushroom Risotto with Truffle Oil,No Author,home/recipes/main-courses/grains-legumes-pasta/Wild Mushroom Risotto with Truffle Oil,4 servings,  6 to 8 cups chicken stock Boiling water as needed 1 tablespoon olive oil  1/2 stick ( 3/4 cup) unsalted butter divided  3/4 pound fresh wild mushrooms (porcini chanterelles or hedgehogs) trimmed and chopped into  1/2-inch pieces  1/3 cup (about 2 medium) finely chopped shallots 2 cups (about 14 ounces) Arborio or Carnaroli rice  3/4 to  1/2 teaspoon white truffle oil or to taste  3/4 cup (1 1/2 ounces) grated Parmigiano-Reggiano cheese 1 teaspoon chopped fresh chives   ,Pour the chicken stock into a large saucepan and bring to a boil over high heat. Decrease the heat to the lowest setting cover and keep hot.  Fill a small saucepan with water and heat over high heat until boiling. Lower heat cover and keep hot.   In another large saucepan heat olive oil and 1 tablespoon butter over medium-high heat until butter foams. When foaming subsides add mushrooms and cook stirring occasionally until browned and any liquid they release is evaporated about 4 minutes. Season with salt and pepper and transfer to a bowl using a slotted spoon. Set aside.   Return the saucepan to medium heat. Add 2 tablespoons butter and heat until butter foams. When foaming subsides cook shallots until softened stirring frequently with a wooden spoon about 3 to 4 minutes. Add rice and cook stirring constantly until evenly coated with butter and heated through about 3 minutes. Increase heat to medium and using a ladle add about 1 cup of hot stock to the rice. Cook stirring constantly with a wooden spoon over medium heat until stock is almost fully absorbed. Add the remaining stock  1/2-cup at a time stirring constantly and adding more broth only after the previous addition has been absorbed until the rice begins to pull away from the sides of the pan about 16 to 20 minutes. Adjust the heat so the rice simmers rapidly throughout the cooking. Use boiling water if stock has been used and rice requires more cooking time.  The risotto is done when it is creamy and the grains are plump and tender with a slight resistance to the bite. Season to taste with salt and white pepper. Remove from heat and stir in the remaining 1 tablespoon butter sauteed mushrooms truffle oil to taste and Parmigiano-Reggiano cheese. If risotto is thick use any leftover stock to thin as needed. To serve ladle risotto into 4 warmed shallow serving bowls. Sprinkle with chives and serve immediately.   
Pasta Alla Carbonara,GreenPan,home/recipes/main-courses/grains-legumes-pasta/Pasta Alla Carbonara,4 servings,  1 pound linguine 6 slices of pancetta 1 cup grated Parmesan cheese 3 large eggs yolks 2 plump garlic cloves (peeled and left whole)   3/4 cup unsalted butter salt and black pepper   ,Crush garlic with the blade of a knife just to bruise it and set aside. Add 1 tablespoon of salt to a large pot of water and bring to a boil; add the linguine. Once the water reaches a boil cover and simmer for 10 minutes or until noodles are al dente (just cooked).    While the pasta is cooking beat the eggs in a medium bowl. Add a pinch of freshly ground black pepper and set aside. Add the butter and garlic to a saute pan. Simmer on medium heat for about 5 minutes until the pancetta is golden and crisp. Remove the garlic but continue to heat the pancetta on low.  Drain the water (retain  1/2 cup of the pasta water) and stir in a little bit of olive oil to prevent the cooked linguine from clumping. Add the linguine to the saute pan with the pancetta.  Next mix the cheese in with the eggs. Remove the pan off the heat and quickly pour in the egg-cheese mixture.  Using tongs lift up the pasta so it mixes easily with the mixture until everything is coated. Add a few tablespoons of the pasta cooking water to keep it saucy. Season with a little salt and pepper and enjoy!  
Flank Steak & Frites,Recipe courtesy of Anova,home/recipes/main-courses/meat/Flank Steak & Frites,1 serving,  8 oz/225 g flank steak  3/4 teaspoon salt  3/4 teaspoon pepper  3/4 teaspoon garlic powder 1 Russet potato ~360g/12oz 4 Tablespoons olive oil divided 2 Tablespoons Parmesan cheese  1/2 teaspoon salt  1/2 teaspoon pepper 2 Tablespoons butter divided  1/2 c/80g shallot minced 1 Tablespoon sugar/coconut palm sugar/monk fruit extract/xylitol/erythritol 1 clove garlic crushed with the side of a knife 1 c/235ml red wine 1 c/235ml chicken or beef broth Pinch salt 2 Tablespoons chopped parsley  ,Set your Anova Precision Cooker to 131 degrees F/55 degrees C.  Liberally season both sides of your flank steak with salt pepper and garlic powder. You are welcome to use more or less of any of these ingredients to your taste.  Use the immersion method to release as much air as possible from the bag and seal.  Place into the heated bath and set the timer for 90 minutes.  Remove from the bath and pat dry with paper towel or kitchen cloth.  Sear as desired. We used a cast iron pan brushed with 1 Tablespoon avocado oil.  Slice 1/4 - 1/2"/6 - 12mm thick against the grain to optimize tenderness and set aside.  While the steak is in the bath preheat oven to 400 degrees F/205 degrees C.  Peel and cut potato into thin batonnets about 1/4" x 1/4" x 2-3" dimensions. (6mm x 6mm x 5-6cm)  In a small bowl toss the potato sticks with 2 Tablespoons olive oil 2 Tablespoons parmesan 1 Tablespoon parsley 1/2 teaspoons of salt & pepper.  Transfer to a baking tray lined with parchment and place in a single layer.  Pop in the warmed oven for 30 minutes flipping at the 15 minute mark.  Red Wine Shallot Sauce:  Once potatoes are in the oven add 2 Tablespoons olive oil and 1 Tablespoon butter to a saute pan over medium high heat. Once melted add the minced shallot and a pinch of salt. Stir to coat shallot with melted butter/olive oil combination and sweat for 3 minutes while it starts to become translucent.  Add the sugar or substitute crushed garlic clove wine and chicken stock and reduce the mixture by 2/3 which will take about 15 minutes. Once the reduction is complete remove the pan from heat.  Divide sliced steak between two plates and drizzle with red wine sauce. Top with frites garnish with 1 Tablespoon per plate of chopped parsley and enjoy! We added a little bowl of Cheater's Aioli for dipping too. 
Grilled Lamb Pita Sliders with Feta and Mint Pesto,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/meat/Grilled Lamb Pita Sliders with Feta and Mint Pesto,24 servings,  2 cloves garlic peeled  3/4 cup chopped almonds toasted 1 large bunch parsley washed and dried stems removed 2 small bunches mint washed and dried stems removed 1/3 cup extra-virgin olive oil 1/3 cup grated Parmesan cheese  3/4 cup freshly squeezed lemon juice as needed Kosher salt and freshly ground black pepper Vegetable oil for brushing grill grates 2 pounds ground sirloin 1 pound ground lamb 1 tablespoon dried oregano 2 teaspoons dried marjoram 12 pita rounds (to be halved) 1 pound feta cheese crumbled   ,Give your sliders a Mediterranean twist by mixing ground lamb into sirloin adding Greek spices to the blend and serving in pita bread. The mint pesto will keep in the refrigerator for 2 days. To store pour a thin layer of olive oil over the top and press a piece of plastic wrap directly on the surface before placing the lid on the container.  To prepare pesto place garlic almonds parsley and mint in the bowl of a food processor fitted with a metal blade. Pulse to a rough chop. Add olive oil in a steady stream and process to a smooth paste. Stop motor and add cheese and 2 tablespoons lemon juice stirring by hand to combine. Taste and season with salt pepper and additional lemon juice as needed.  To prepare burgers prepare a moderate charcoal fire preheat a gas grill to medium or heat a large grill pan over medium heat. Brush grill grates or grill pan with a thin coating of vegetable oil using a silicone pastry brush.   Place ground meats and dried spices in a large mixing bowl. Using your hands mix gently until well combined. Shape meat mixture into 24 (1-inch thick) patties about 2 ounces each. Sprinkle patties generously on both sides with salt and pepper.   Toast pita rounds then cut in half. Keep toasted pita warm in oven until ready to serve.  Place patties on preheated grill and cook until well browned on bottom and almost halfway cooked through about 3 to 4 minutes. Flip burgers and grill on second side until cooked to desired doneness about 3 minutes longer for medium-rare.   Transfer toasted pita to work surface and place burgers inside pita halves. Drizzle pesto over burger and top with crumbled feta cheese. Serve immediately.   
Spent Coffee Short Rib Chili,Recipe courtesy of Scraps,home/recipes/main-courses/meat/Spent Coffee Short Rib Chili,6 servings  Learn more about Scraps ,  1 tablespoon grapeseed oil 2  1/2 pounds boneless beef short ribs Coarse sea salt 3 medium yellow onions peeled and chopped 2 tablespoons chili powder 2 tablespoons ground cumin 1 tablespoon smoked paprika 2 tablespoons dark brown sugar 1 star anise  1/2 cup brandy 1 (28-ounce) can diced tomatoes 2 tablespoons spent coffee grounds 1 quart chicken stock homemade or bought 1  1/2 cups French brown lentils 1 cup packaged fried shallots (get them at any Asian grocery or online)  2 cups shredded sharp white cheddar cheese   ,Imagine how many cups of coffee are brewed every single morning and every one of those cups results in a couple of tablespoons of used coffee grounds. The aroma of coffee is intoxicating and it's still there even after the beans are spent. I love their roasted chocolate notes with assertive red meats like the short ribs in this chili.   Get the oil hot in a large Dutch oven over medium-high heat. Season the short ribs with a good amount of salt. Brown the meat on all sides for about 3 minutes per side. Don't crowd the pot. If the pieces of meat touch they will steam and not brown. Remove them and continue browning the rest of the short ribs. Remove onto the pot lid turned upside down to catch the juices.  Add the onions to the Dutch oven and cook until they start to brown about 5 minutes. Stir when it looks like they could use stirring.  Stir in the ground spices brown sugar and star anise and cook until the smell of the spices is strong a minute or so.  Add the brandy. Stand back as the brandy could flame. If it does cover with a lid to douse the flames. Another lid not the one holding the short ribs. Cook until the pot is almost dry. Add the tomatoes with their juices. Add the spent coffee grounds stock short ribs and any accumulated juices. Cover and simmer over low heat until the meat is fork-tender about 2 1/2 hours.  Stir in the lentils and continue to simmer covered until the lentils are tender about 30 minutes.  Remove the short ribs from the chili. Using two forks shred the meat into bite-size pieces. Stir back into the chili. Serve garnished with the fried shallots and cheese.  
Oaxacan-Style Roasted Pork Tenderloin with Mole Verde,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/meat/Oaxacan-Style Roasted Pork Tenderloin with Mole Verde,4 servings,  Pork marinade: 3 whole guajillo or pasilla chiles   3/4 cup water   3/4 cup apple cider vinegar           3 medium garlic cloves   1 1/2 teaspoons sea salt  1 teaspoon black pepper freshly ground               2 teaspoons Mexican oregano  1 teaspoon ground cinnamon       3/4 teaspoon ground cloves 2 tablespoons vegetable oil  1 1/2 pounds pork tenderloin trimmed as needed    Green mole:  1/2 pound tomatillos husked rinsed and halved  1/2 large white onion roughly chopped 2 tablespoons vegetable oil divided  Sea salt and freshly ground black pepper  1/3 cup raw green pumpkin seeds (pepitas)  1 large garlic clove chopped 1 medium jalapeno seeded and chopped 1 teaspoon toasted and freshly ground cumin  1 teaspoon Mexican oregano 1 teaspoon sugar (optional)  2 cups low-sodium chicken broth plus more as needed   1 cup loosely packed fresh cilantro leaves plus more for garnish   3/4 cup loosely packed flat-leaf parsley  1/2 cup fresh epazote (optional)  1 to 2 tablespoons fresh lime juice  Warm tortillas for serving    ,Tomatillos are a staple in Mexican cuisine often used in green salsas and sauces like mole. The tomatillo fruit is surrounded by an inedible paper-like husk that must be removed. The fruit is often slightly sticky and should be rinsed to remove any dirt or particles before using.  To prepare the marinade: In a heavy skillet over medium heat toast chiles turning frequently until darkened and soft about 30 seconds. Transfer to a cutting board remove stems and seeds.  Place chiles in a small saucepan with water and vinegar and place over medium heat to hydrate for 10 minutes. Transfer softened chiles and liquid to a blender. Add remaining marinade ingredients except pork and blend smooth. Once cooled place the pork in a dish and pour marinade over refrigerate for 2 to 4 hours turning a couple of times throughout. Let tenderloin sit out at room temperature for 30 minutes before roasting.     Preheat oven to 425 degrees F with racks placed in the center and upper portion of the oven.    To prepare the mole: In a medium bowl combine tomatillos onion and one tablespoon oil; toss to coat. Transfer to a baking sheet and lightly season with salt and pepper. Roast in the oven for 15 minutes or until tomatillos and onions are browned and crispy on the edges.   In a medium saucepan over medium-high heat add remaining tablespoon of oil. Toast pumpkin seeds in the hot oil stirring constantly until they have expanded and begin to pop about 2 minutes. Add garlic and jalapeno to the pan and saute until aromatic about 1 minute.  Add cumin and oregano roasted tomatillos and onion sugar  1/2 teaspoon of salt chicken broth and bring to a simmer stirring occasionally for 10 minutes.   Remove saucepan from heat add cilantro parsley and epazote if using and puree with an immersion blender or transfer to a blender. (If using a blender start on the lowest setting and remember to vent the lid to release the steam.) Once pureed smooth reheat sauce over medium-low heat. Adjust consistency with additional broth as needed. Taste and adjust seasoning with salt pepper and lime juice.  To roast tenderloin: Line a roasting pan or rimmed baking sheet with foil and place a wire rack over. Drizzle oil over the meat and spoon marinade over to evenly coat. Set tenderloin on the prepared roasting rack and transfer to the oven and roast for 25 to 30 minutes or until an instant-read thermometer placed in the thickest part of the meat registers 145 degrees F. Transfer to a cutting board and rest for 10 minutes tented loosely with foil.   To serve: Slice tenderloin at an angle into thin pieces. Spoon mole into the center of a large serving platter and arrange tenderloin over the top garnish with cilantro and serve with warm tortillas. Note: pork pictured with grilled zucchini.   
Instant Pot Lamb Chops with Creamed Cauliflower,Rebecca White A Pleasant Little Kitchen,home/recipes/main-courses/meat/Instant Pot Lamb Chops with Creamed Cauliflower,4 to 6 servings,  3 lbs lamb chops 3 tsp kosher salt 3 to 4 sprigs rosemary leaves removed 1 rosemary sprig 1 tbsp extra-virgin olive oil 2 tbsp unsalted buttered 1 tbsp tomato paste 1 c beef stock 1 shallot peeled and halved Creamed cauliflower recipe below Pickled red onions optional topping  For the Creamed Cauliflower: 1 head cauliflower cut into florets 1 celery stalk quartered 3 garlic cloves crushed 2 c chicken stock Water 1 tbsp unsalted butter  1/2 tsp kosher salt  1/2 c milk (or less depending on the size of the cauliflower)   3/4 tbsp cream  3/4 c celery leaves chopped   ,A quick sear and cook in the Instant Pot Ultra creates a decadent meal of salty lamb chops and a rosemary and tomato infused pan sauce. Serve on top of creamed cauliflower and top with pickled red onions for a show stopping dinner that takes only minutes to prepare.  Thirty minutes before cooking remove the lamb chops from the fridge and place on a rimmed baking sheet.  Evenly distribute the salt and rosemary leaves on both sides of the lamb chops.  Add the olive oil and butter into the Instant Pot. Set the saute feature to 12 minutes.  Brown the lamb chops one minute per side in batches of three.  Once all lamb chops have been browned add the tomato paste and shallot. Cook for 1-2 minutes until the tomato paste is browned. Stir frequently.  Deglaze with the beef stock.  Add lamb chops and their juices to the Instant Pot. Cover and cook on high pressure for 2 minutes.  Once cooked release pressure immediately.  Place the lamb chops on top of creamed cauliflower top with pan sauce and pickled red onions.  For the Cauliflower: Place the cauliflower celery garlic and chicken stock in a saucepan. Then add enough water to cover. Bring to a boil over medium-high heat. Cook until softened about 15 minutes.  Drain the liquid and then add the butter salt milk and cream. Using an immersion blender (or food processor or blender) puree the cauliflower mixture until it is creamy and smooth. Stir in the celery leaves.   
D'artagnan Wild Boar Ragu,D'Artagnan,home/recipes/main-courses/meat/D'artagnan Wild Boar Ragu,1 serving,  5 lbs D'Artagnan wild boar stew meat 4 tbsp olive oil  4 cups medium diced yellow onion  4 large cloves of garlic minced 8 links D'Artagnan wild boar sausage each cut into 4 pieces  8 oz D'Artagnan wild boar bacon diced  1 cup red wine 15 oz D'Artagnan veal demi-glace  1/2 cup tomato paste  3 bay leaves  1 tsp fresh thyme leaves or  3/4 tsp dry  1 pound D'Artagnan fresh organic chef's mix mushrooms  salt and pepper to taste    ,Season the meat by tossing it in a large bowl with salt and pepper.  Heat 2 tbsp of olive oil in a large heavy skillet and brown the wild boar stew meat in batches over high heat to sear in the juices.  Add olive oil as needed with each batch. Let the meat drain in a colander set over a bowl to reserve the juices. In a large Dutch oven or ovenproof casserole cook the wild boar sausage and diced wild boar bacon until browned then add the onion and cook over medium-high heat stirring frequently until onion is also browned about 10 minutes. Reduce the heat if onion begins to burn. Add the garlic and saute for 2 minutes more. Preheat the oven to 350 degrees  F. Add the wine and demi-glace and bring the liquid to a boil stirring frequently. Add the tomato paste wild boar stew meat and bay leaves. Skim the fat from the reserved meat drippings and add the drippings to the stew; mix well and reduce to a simmer immediately. Simmer for 10 minutes skimming off any fat that rises to the surface. Cover the pot and cook in the preheated oven for 2 for3 hours. Check occasionally as it cooks and skim off any fat from the surface. Heat 2 tbsp olive oil in a pan and saute 1 lb mushrooms Remove the casserole from the oven and serve immediately or let the casserole stand covered and reheat before serving. To plate arrange the sauteed mushrooms around the ragu or layer atop each portion. This stew will keep in the refrigerator for 4 to 5 days.  
Walnut Pesto Stuffed Pork Roast,Sur La Table & Andrews McMeel Publishing,home/recipes/main-courses/meat/Walnut Pesto Stuffed Pork Roast,8 servings,  Brine:  1/2 cup coarse salt 1 cup hot water 2 quarts very cold water 1 cup ice cubes 1 (3 1/2- to 4-pound) boneless pork loin untied   Walnut Pesto: 3 cups packed fresh basil leaves 1 cup extra-virgin olive oil  1/2 cup chopped walnuts 2 cloves garlic chopped 1 teaspoon coarse salt  1/2 teaspoon freshly ground black pepper  2/3 cup grated Parmigiano-Reggiano cheese   , Brining time: 12 to 24 hours Prep time: 15 minutes Cook time: 1 3/4 hours   In summer when big bunches of fresh basil are sold everywhere take advantage of the bounty and make batches of pesto. Classic pesto is typically made with basil pine nuts and pecorino romano cheese but this adaptation is made with walnuts and Parmesan cheese and is slathered in the center and on top of the pork roast. Because the loin is lean brining is recommended for 12 to 24 hours before roasting.   Walnut Pesto: One day before roasting the pork make the brine: In a large bowl dissolve the salt in the hot water. Add the cold water and the ice cubes. Place the pork in a large heavy-duty resealable plastic bag. Add the brine and seal the bag closed. Seal it in a second plastic bag for reinforcement. (Or use any large container and cover it tightly.) Place on a rimmed sheet pan and refrigerate for 12 to 24 hours. When ready to cook drain the brining liquid and discard and then wipe the roast dry with paper towels. Let stand at room temperature for 30 minutes before roasting.  Meanwhile make the pesto: In blender or food processor combine the basil  1/2 cup of the oil and the walnuts garlic salt and pepper and process until finely chopped. With the motor running slowly add the remaining  1/2 cup of olive oil and process until the mixture is well blended. Be careful not to overprocess the pesto. You should be able to see small pieces of basil throughout. Transfer the pesto to a small bowl and stir in the cheese.  Preheat the oven to 400 degrees F. Have ready a large roasting pan with a rack. Cut 8 pieces of cooking string each about 18 inches long or have ready silicone ties. Place the pork loin on a cutting board and butterfly it by making a slit along the side from the top to the bottom cutting just deep enough so that the loin opens up and lies flat like a book. Using a thin flat metal spatula or a narrow rubber spatula slather the cut surface with about  1/2 cup of the pesto. Fold it over and tie firmly but not too tightly at 1- inch intervals with the lengths of string or the ties.  Place the tied loin on the rack in the roasting pan. Roast for 45 minutes. Remove the pan from the oven and slather about  3/4 cup of the remaining pesto on top of the roast. Continue roasting for 30 minutes longer or until an instant-read thermometer registers 135 degrees F. Remove from the oven and let rest for 10 minutes. As the pork rests the internal temperature will rise to 145 degrees F or medium-rare.  Using 2 broad spatulas lift the roast from the rack to a cutting board. Snip off the strings or remove the silicone ties. Cut the pork into  1/2-inch-thick slices. Arrange the slices overlapping them on a large platter. Drizzle any juices from the cutting board over the meat. Serve warm or at room temperature. Pass the remaining pesto at the table.   
Arroz con Pollo with Chorizo and Capers,Knives Cooks Love:Reprinted with permission of Andrews McMeel Publishing recipes by Sarah Jay photography by Ben Fink,home/recipes/Arroz con Pollo with Chorizo and Capers,6 servings,  8 ounces Mexican chorizo or sweet Italian sausage 1 (3- to 3 1/2-pound) chicken cut into 8 serving pieces (see page 154) wings and back reserved for stock 2 1/2 teaspoons kosher salt Freshly ground black pepper 3 tablespoons extra-virgin olive oil 1 1/2 teaspoons ground cumin  3/4 teaspoon paprika  3/4 teaspoon ground turmeric  1/8 teaspoon chili powder 1 onion cut into  3/4-inch dice (see page 96) 1 red bell pepper cut into  1/2- inch dice (see page 116) 5 large cloves garlic chopped coarsely (see page 100)  3/4 cup dry white wine  3/4 cup crushed canned tomatoes 1 bay leaf 2 3/4 cups medium-grain rice 2 1/2 cups chicken broth 3 tablespoons capers in brine drained but not rinsed Lemon wedges and hot sauce for serving (optional)   ,When using a cut-up whole chicken (rather than only legs and thighs) for this dish you need to take precautions to keep the breast meat from drying out. The trick is to sear the breast pieces briefly and then add them to the rice halfway through cooking. Mexican chorizo a fresh sausage seasoned with garlic and paprika delivers more authentic flavor. Look for it in Hispanic groceries.  Cut the chorizo in half lengthwise then crosswise into 1-inch chunks (it's easier if the casing side is up; the casing shouldn't come off but if it does just discard it). Set aside.  Pat the chicken pieces dry with paper towels. Season with 2 teaspoons of the kosher salt and a few grinds of pepper. Heat the oil in a medium (5-quart) Dutch oven or heavy casserole over medium-high heat. Sear the drumsticks and thighs until deeply golden on all sides 7 to 10 minutes (use a splatter screen if you have one). Transfer the pieces to a large bowl. Sear the breast pieces on the skin side only until golden about 3 minutes. Transfer them to the bowl. Lower the heat to medium and sear the chorizo stirring frequently until golden brown 2 to 3 minutes. Transfer the chorizo to the bowl.  Pour off and discard all but 1 tablespoon of oil. Spoon out any burnt bits. Combine the cumin paprika turmeric and chili powder in a small dish. Set the pot over medium heat and add the onion and bell pepper. Cook for 2 minutes stirring often; the moisture in the vegetables will deglaze the browned drippings in the pan. Add the garlic and cook stirring until the vegetables are softened about 3 minutes. Add the measured spices and cook stirring for 1 minute to let the flavors bloom.  Add the wine tomatoes the remaining  1/2 teaspoon salt and the bay leaf. Increase the heat to medium-high and simmer for 2 minutes. Add the drumsticks thighs and chorizo to the pot. Add the rice and broth. Bring to a boil cover lower the heat to medium-low and simmer for 9 minutes.  Add the breast pieces to the pot nestling them into the rice and continue simmering until the rice is tender and the liquid is absorbed about 9 minutes more.  Remove the pan from the heat and let rest covered for 5 minutes. Sprinkle the capers on top of the rice. When spooning out portions look for the bay leaf and discard it. Serve with the lemon wedges and hot sauce.   
Beer Braised Short Ribs,Rebecca White A Pleasant Little Kitchen,home/recipes/main-courses/meat/Beer Braised Short Ribs,6 to 8 servings,  4 1/2 pounds bone-in short ribs 3 tsp kosher salt 2 tbsp canola oil  1/2 cup shallots chopped  3/4 cup carrots chopped 2 garlic cloves crushed 2 tbsp tomato paste 2 (12-ounce) bottles of light amber beer  1/2 tsp worcestershire sauce 1 tbsp Dijon mustard  3/4 cup brown sugar 2 bay leaves   , Short ribs are browned and then braised in a liquid full of flavor: browned tomato paste aromatic vegetables dijon mustard brown sugar and amber beer. After 2 1/2 hours in the oven the result is tender savory short ribs which are perfect for any dining occasion.  One hour before cooking remove the meat from the fridge.  Heat the oven to 350 degrees F.  With 2 1/2 teaspoons of salt evenly season the short ribs on all sides.  In a large Dutch oven heat the oil over high on the stove top. Once hot add the short ribs and brown 3 minutes per side for a total of 6 minutes and set aside. This should be done in 2 batches.  Lower the heat to medium low and remove the Dutch oven from the heat. Add the shallots carrots and garlic and continue to cook off the heat for 2 minutes.  Add the Dutch oven back to the stove top and then add the tomato paste cook for 2 minutes stirring frequently.   Add  1/2 cup of the beer to the paste and deglaze the pan. Once the brown bits are scraped from the pan add the sugar Dijon worcestershire bay leaves and the remaining  1/2 teaspoon of salt. Mix well.  Place the short ribs back into the Dutch oven. Pour the remaining contents of the 12-ounce beer plus the second bottle of beer to submerge the short ribs just over halfway.   Bring the beer mixture to a boil cover the Dutch oven and place it in the oven.  Cook for 2 1/2 to 3 hours. Serve warm.   
