Name,Author,Path,Servings,Ingredients,Instructions
Quick & Easy Kale-Basil Pesto Farro Salad,Thyme & Temp,home/recipes/salads/greens-grains-legumes/Quick & Easy Kale-Basil Pesto Farro Salad,4 to 6 Servings,Pesto: 2 cups packed kale stems removed 1 cup packed fresh basil 1 tsp kosher salt  3/4 cup extra virgin olive oil 1 tbsp lemon juice 3 cloves garlic  3/4 cup walnuts toasted  3/4 tsp black pepper  1/2 cup grated parmesan  Farro & Veggies: 3 cups of water Pinch of salt 1 cup farro 1 cup cucumber sliced & quartered  1/2 cup shallots diced 1 cup cherry tomatoes halved   ,Preheat the oven to 350 degrees F. After preparing the pesto you will toast the farro a bit while the water comes to boil.  To Make the Pesto: Place the kale basil and salt in a food processor and pulse around 10 to 12 times or until everything is finely chopped. Add lemon juice.  With the processor running drizzle in all of the olive oil. When blended turn off machine so that you can remove the lid to scrap down the sides.  Drop in the walnuts and garlic and then pulse about 6 to 8 times. Pour in the grated parmesan and pulse until everything is thoroughly blended about 6 more times.  Scrape into a small bowl cover and refrigerate while you prepare the other items.  To Make the Farro: Rinse farro under cold water and pat dry to eliminate any excess water. Pour fresh water into a 3.5+ quart sauce pot and turn on the heat to medium-high.  Toss in a pinch of salt to season the water.  Toast the farro on a sheet pan for 10 minutes while to water comes to boil. Once finished add to boiling water and cook for approximately 10 minutes. Test it about 6-8 minutes in to check on its softness.  You want it al dente. Strain the farro once ready and allow to cool on a pan for about 5 minutes.  Remove pesto from the fridge and gently mix with the cooled farro in a medium mixing bowl. Once mixed completely add tomatoes shallots and cucumber and fold together.  Place in an airtight container or simply seal the bowl with plastic wrap and store in the fridge for about 1 hour before serving.   
Blue Cheese Burger with Crispy Shallots,Ashley Cuoco,home/recipes/sandwiches/Blue Cheese Burger with Crispy Shallots, 4,1 lb. ground beef (85% lean 15% fat) Salt and freshly ground pepper 4 slices blue cheese (about 6 oz.) 4 pieces butter lettuce 4 slices tomato 2 shallots sliced thin on mandoline  3/4 cup peanut oil for frying shallots 4 Tablespoons mayonnaise 4 brioche buns  ,Remove beef from the refrigerator 30 minutes prior to cooking. Preheat grill or cast-iron skillet to medium-high.  Divide beef into 4 equal portions. Shape into 4" diameter  1/2" thick patties. season beef generously on both sides with salt and pepper.  Cook for about 2 minutes or until burger forms a brown crust. Flip and cook for another 2-3 minutes to medium rare. Top patties with blue cheese for the last minute of cooking. Cover with lid to melt. Transfer burgers to a paper towel to drain off excess fat.  Add peanut oil and shallots to a small frying pan. Turn the heat to high. When shallots begin to bubble rapidly reduce to medium and cook until golden brown about 9 minutes. Remove with a slotted spoon and drain on a paper towel.  Toast buns under broiler until golden brown. To assemble spread 1 Tablespoon of mayonnaise on each bottom bun. Top the bottom bun with lettuce followed by tomato burger patty and crispy shallots. Top with the remaining bun and serve warm. 
Steve Raichlen's Grilled Jalapeno Poppers,Steve Raichlen,home/recipes/appetizers/hot/Steve Raichlen's Grilled Jalapeno Poppers,18 poppers,18 jalapeno (larger straight jalapenos work best) 6 ounces sharp cheddar or other cheese cut into 18 sticks that will fit inside the jalapenos 6 thin slices smoked bacon each cut crosswise into thirds 18 smoked almonds   ,Cut off stem end of the jalapenos and remove the seeds. Be careful not to touch your eyes or face as the pepper oil can sting. It may help to wear latex gloves to protect your hands.  Slice the cheese into uniform sticks just big enough to fit in each jalapeno and roll each cheese stick with an almond in a slice of bacon. Stuff the wrapped cheese stick into each jalapeno and arrange on the jalapeno rack.  Grill the jalapenos by indirect heat at a moderate temperature (about 375 degrees F) until the peppers are tender and lightly browned about 20 to 30 minutes. For spicier poppers cook a few minutes less. Enjoy piping hot!   
Spinach and Mushroom Mini Tarts,KitchenAid,home/recipes/appetizers/hot/Spinach and Mushroom Mini Tarts,12 mini tarts,2 zucchini ends trimmed cut into 4-inch pieces 2 parsnips ends trimmed cut into 4-inch pieces 2 teaspoons olive oil  1/2 cup onion chopped 1 cup mushrooms chopped 2 cups Baby arugula  1/2 teaspoon sea salt  1/2 teaspoon black pepper freshly ground 6 large eggs  3/4 cup half and half  1/2 cup Parmesan cheese grated Olive oil cooking spray   ,Preheat oven to 400 degrees F Spray muffin pan with cooking spray. Attach Vegetable Sheet Cutter Attachment to KitchenAidreserved Stand Mixer. Insert the food holder and zucchini/cucumber adapter in the center of both ends of zucchini section aligning the red marks. Secure zucchini and food holder onto attachment. Insert food skewer through zucchini/cucumber adapter and all the way through zucchini. Attach Thick Blade to attachment. Position bowl under blade to catch zucchini. Turn Stand Mixer to Speed 2 and position blade against zucchini to process. Repeat with remaining zucchini and parsnip sections. Reserve cores from vegetables. Cut zucchini and parsnip sheets into 4-inch pieces. Absorb moisture with paper towel if needed. Press two parsnip pieces in each prepared muffin cavity crisscrossing each piece. Bake 10 minutes. Remove from oven and press two zucchini slices on top of parsnips making the crust for the tarts. Return to oven and bake 5 minutes longer. While crusts are baking heat olive oil in a large skillet over mediumhigh heat. Add onion and mushrooms and saute 3-4 minutes. Chop parsnip and zucchini cores and add to skillet. Continue to saute 2 minutes longer. Stir in arugula and remove from heat. Season with salt and pepper. Let cool slightly. Whisk eggs Parmesan cheese and half and half in a large bowl. Add sauteed vegetables and stir to combine. Divide egg mixture between muffin cups and bake 15 minutes until slightly puffed and eggs are cooked. Serve immediately.  
Lemongrass Fragrant Coconut Soup,Tested and perfected in the Sur La Table kitchen,home/recipes/soups-stews/meat-poultry/Lemongrass Fragrant Coconut Soup,4 to 6 servings,1 1/2 cups coconut milk well stirred if canned 1 1/2 cups low-sodium chicken broth or water 10 slices fresh or frozen galangal (about the thickness of a quarter) 2 stalks lemon grass trimmed and lightly crushed 6 to 8 wild lime leaves torn into 4 pieces each divided  3/4 pound boneless skinless chicken thighs or breast cut into  3/4- to 1-inch chunks 1 cup trimmed and thinly sliced shiitake mushrooms or other mushrooms 2 tablespoons freshly squeezed lime juice 2 tablespoons good-quality fish sauce such as Three Crabs brand 3 tablespoons coarsely chopped fresh cilantro and tender stems   ,Lemongrass-Fragrant Coconut Soup (Tom Kha Gai) is rich with smooth coconut milk earthy mushrooms and fresh cilantro.  Combine the coconut milk and chicken broth in a medium saucepan and place over medium-high heat. While stirring constantly bring to a boil. Stir in the galangal lemongrass half of the wild lime leaves the chicken and mushrooms. Bring to a boil once again then reduce the heat to medium and gently simmer until the chicken is just cooked through about 10 minutes.  Remove the pan from the heat and stir in the lime juice fish sauce and remaining lime leaves. Ladle in serving bowls and garnish with chopped cilantro. Serve as is or with a scoop of hot jasmine rice if desired.   
Linguine with Clams and Champagne,The Modern Proper,home/recipes/main-courses/seafood/Linguine with Clams and Champagne,2 servings,4 tablespoons butter divided 1 large shallot finely chopped 4 to 6 cloves of garlic minced 2 pounds Manila clams  1 cup champagne or white wine 1 cup chicken stock 2 sprigs fresh thyme 1 tablespoon fresh tarragon  1/2 cup heavy cream  Zest and juice of 1 lemon Salt and pepper to taste Prepared Linguine Flat-leaf parsley chopped 4 oz parmesan cheese grated    ,In a large saute pan set over medium heat melt 2 tablespoons of butter. Add the shallots and saute for 3 minutes. Add the garlic and cook for 3 minutes longer until softened stirring occasionally.  Add the clams to the pan and cook for another 5 minutes-keep an eye on them to ensure they are just opened and haven't overcooked. Remove the clams from the pan and set aside.   Add the champagne chicken stock thyme & tarragon to the pan. Bring to a boil then reduce to a rolling simmer and cook until reduced to 2 cups stirring occasionally.   Add the cream and additional 2 tbsp of butter and simmer for 3 minutes until sauce is beginning to thicken.   Remove from the heat and stir in the lemon juice. Season with salt and pepper.   Serve clams over cooked linguine garnished with parsley and parmesan cheese alongside grilled crusty French or sourdough bread.  Click here for original recipe    
Clams Pistou,Julia Sullivan from Henrietta Red Restaurant,home/recipes/main-courses/seafood/Clams Pistou,4 servings,36 regular sized manila clams purged in cold water 1 lb. red snapper cut in 1-inch cubes 2 tsp. garlic powder 2 tsp. onion powder 1 tsp. cayenne 1 tsp. sweet paprika 2 fresno pepper roasted peeled seeded and chopped 2 tbsp.white wine 4 tbsp. extra virgin olive oil 3 cups basil leaves picked and washed 1.5 cups parsley leaves picked and washed (save stems for stock if making) 1.5 cups cilantro leaves picked and washed  1/2 spanish onion small dice 1 fennel bulb small dice 2 garlic cloves minced 6 cups fish stock 1 large heirloom tomato medium dice 4-6 slices of sourdough bread   ,Combine garlic powder onion powder cayenne sweet paprika roasted fresno pepper white wine and half of the olive oil in a bowl and stir to combine. Add snapper cubes and toss until coated. Marinate for at least 2-hours and up to 24-hours.  Bring a medium pot of water to a boil season with salt so it tastes like the ocean. Add basil parsley and cilantro leaves. Blanch for 2-minutes. Remove and add directly to the bowl of a blender. Blend until smooth. Cool immediately in a bowl over ice and reserve to maintain bright green color.  In a 6-quart heavy bottomed Staub Wok over medium heat add remaining olive oil. When it begins to shimmer add onion and fennel and sweat until they begin to soften. Add garlic and continue to sweat about two minutes more stirring occasionally.   Add fumet and bring to a boil. Add clams and cover for two-minutes.   Add fish and tomato. Continue to cook covered until clams are open and fish is gently cooked throughout.   
Buckwheat Crepes with Sauteed Apples and Gruyere Cheese,Things Cooks Love: Reprinted with permission of Andrews McMeel Publishing recipes by Marie Simmons photography by Ben Fink,home/recipes/breakfast/pancakes-french-toast-waffles/Buckwheat Crepes with Sauteed Apples and Gruyere Cheese,4 to 6 servings,Crepe Batter: 1 cup buckwheat flour  1/2 cup all-purpose flour 1 teaspoon coarse salt 2 large eggs 1 1/2 cups water 2 tablespoons salted or unsalted butter melted filling 4 tablespoons salted or unsalted butter  Crepe Filling: 3 yellow onions cut into 1⁄8-inch wedges 6 slightly green golden Delicious apples quartered cored and cut into 1⁄8-inch wedges 2 ounces smoked ham thinly slivered (optional) 3 tablespoons freshly squeezed lemon juice 1⁄8 teaspoon freshly grated nutmeg Pinch of coarse salt 1 tablespoon salted or unsalted butter melted plus 2 tablespoons softened 3 cups (12 ounces) coarsely grated gruyere or comte cheese   ,Throughout France you will find small restaurants often tucked away on side streets specializing in crepes. In Brittany the crepes are made with buckwheat flour and the typical filling is a smear of salted butter cheese ham or bacon thinly sliced fruit and/or eggs. In most of France crepes are rolled up or folded into half or quarter circles but in Brittany where they are sometimes called galettes they are folded differently. The filling is spread in the center of the pancake the four rounded sides are folded in over the filling forming a square and then the crepe is inverted onto a serving plate.  Make the crepe batter: in a large bowl stir together the buckwheat flour all-purpose flour and salt. in a small bowl whisk the eggs until well blended; stir in the water and butter. Gradually whisk the egg mixture into the flour mixture until the batter is smooth. Cover and refrigerate for 1 hour. The batter should be the consistency of heavy cream. If it is too thick whisk in additional water 1 tablespoon at a time.  While the batter is resting prepare the filling: in a large skillet melt the butter over medium-low heat. Add the onions increase the heat to medium and cook stirring for 5 minutes. Add the apples and cook stirring for 10 to 15 minutes until the apples begin to brown and have softened. Add the ham and sprinkle with the lemon juice nutmeg and salt. Cover and set aside until ready to fill the crepes.  Heat a 9- to 11-inch crepe pan over medium-low heat until hot enough for a drop of water to sizzle on contact. Brush the surface of the crepe pan with a thin film of the melted butter. Blot any excess with the tip of a paper towel. Stir the crepe batter well with the whisk. ladle about  1/3 cup of the batter into the heated pan and simultaneously tilt and roll the pan from side to side to coat the surface with a thin layer of batter. Cook for 1 minute or until the edges begin to set. run the tip of a small narrow rubber spatula under the edges of the crepe to loosen it from the pan. Use your fingertips to lift the crepe and quickly flip it over. Cook the other side for 30 seconds or until the batter is set into a thin pancake. Do not brown the crepe or cook it until crisp. Transfer the crepe to a large round plate. repeat with the remaining batter brushing the pan with more butter if necessary. Stack the crepes as they are made. You should have 12 crepes. if making ahead wrap the crepes in plastic wrap or aluminum foil to prevent drying out. The crepes can be refrigerated for up to 2 days.  If the crepes have been made ahead fill them one at a time by first warming each crepe in the pan over low heat. While they are still in the pan sprinkle about  3/4 cup of the cheese in the center of the crepe. Top the cheese with a large spoonful of the warm apple filling spreading it into a single layer. Fold in two opposite sides of the circle to cover the filling. Then fold in the remaining two rounded sides overlapping slightly to form a square envelope. With a wide spatula lift the crepe from the pan and invert it so it is seam side down onto a serving plate. Cover with aluminum foil to keep warm if not serving at once. Fill the remaining crepes in the same way. reserve the remaining filling.  Just before serving brush the smooth top of each crepe with a thin film of the softened butter. reheat the remaining apple filling and spoon a portion on top of each crepe. Serve at once.   
Salt Crust Scallops with Thai Lime Dipping Sauce,Mark Bitterman Salt Block Cooking: 70 Recipes for Grilling Chilling Searing and Serving on Himalayan Salt Blocks,home/recipes/main-courses/seafood/Salt Crust Scallops with Thai Lime Dipping Sauce,4 servings,1 (9- to 10-inch) square salt block   3/4 cup fresh lime juice  3/4 cup Thai fish sauce  3/4 cup water 1 tablespoon rice wine vinegar 2 tablespoons toasted  sesame oil 1 garlic clove minced 1 hot chile pepper such as bird chile habanero cayenne or Scotch bonnet  stem and seeds removed minced  3/4 cup finely shredded carrot 1 3/4 pounds large wild-caught sea scallops (about 16)   1/2 teaspoon freshly ground  black pepper   ,Plump buttery scallops are salt-seared to golden perfection and then dipped in a tangy sesame-citrus sauce.  Place the salt block over low heat on a gas grill or stovetop for 10 minutes (see Read Before Heating!  Salt Block Cooking: 70 Recipes for Grilling Chilling Searing and Serving on Himalayan Salt Blocks by Mark Bitterman pg. 25).   Turn the heat to medium and heat for 10 more minutes. Raise the heat to medium-high and heat the block to about 600 degrees F about 20 more minutes (see Getting It Hot in Salt Block Cooking pg. 24).  To make the dipping sauce mix the lime juice fish sauce  3/4 cup water vinegar sesame oil garlic chile pepper and carrot; set aside.  Pat the scallops dry and pull off their white gristly tendons if not already removed. Season the scallops with the black pepper and let stand at room temperature until the salt block is hot. When the salt block is very hot (you should only be able to hold your hand above it for just a few seconds) place the scallops on the hot block and sear until browned and springy to the touch but still a little soft in the center about 3 minutes per side. Work in batches if your salt block cannot comfortably fit all the scallops at once.   Transfer to a platter or plates and serve with the dipping sauce.   
Classic Mashed Potatoes,Instant Pot compliments of Laura Pazzaglia Hip Pressure Cooking,home/recipes/side-dishes/vegetables/Classic Mashed Potatoes,4 to 8 servings,5 to 8 potatoes 2 cups Water 1 teaspoon salt  1/3 cup cream Salt to taste Pepper to taste   ,This recipe was designed for use with the Instant Pot.  Place washed potatoes in the Instant Pot pour on the water and sprinkle with salt.  Close and lock the lid. Press Manual and adjust time to 20 minutes pressure cooking.  When time is up open the Instant Pot using quick release.  Transfer the potatoes to a mixing bowl reserving the cooking water and remove the potato skins while they are still hot.  Add 2 tablespoons of the cooking liquid and two of cream. Begin mashing with a potato masher.  Continue adding small quantities of the cream and cooking liquid until desired consistency is reached.  Add salt and pepper to taste. Serve and enjoy!  Compliments of Laura Pazzaglia hipcooking.com  author of Hip Pressure Cooking.   
Lois' Latkes,Ari Laing,home/recipes/side-dishes/vegetables/Lois' Latkes,1 serving,5 lbs. Idaho potatoes  2 medium onions   4 eggs slightly beaten    1/2 -  3/4-cup matzah meal or potato flour    1/2 tbsp. kosher salt plus more for seasoning   1 tsp. baking powder    1/2 tsp. freshly ground black pepper   4 cups vegetable or canola oil for frying    Special equipment: Cheesecloth   ,Peel and grate potatoes then immediately place in a mixing bowl filled with warm water. Allow to sit for 10 minutes then drain potatoes and re-cover with warm water repeating the process a total of 3 times. Use cheesecloth to squeeze out all water and then transfer to a large bowl.   Meanwhile grate onions and ring out any excess water. Add to potatoes along with eggs matzah meal (or potato flour) salt baking powder and black pepper. Mix well.   Heat enough oil to fill a pan about  1/2". When oil reaches 375 degrees F - 400 degrees F drop about 1-2 tbsp. of latke mixture into pan making sure not to crowd the pan. Use the back of a spoon to pat them down a bit (you want them thin!). Fry about 2 minutes per side or until golden brown then carefully turn and brown the other side for about 1-2 minutes.   Transfer latkes to a paper towel-lined cooling rack and immediately season with a sprinkle of kosher salt. Repeat process with remaining latke mixture. Serve immediately or keep warm on baking sheets in an oven heated to 250 degrees F.    
Sous Vide Maple-Glazed Carrots with Toasted Pecans and Mint,Tested and perfected in the Sur la Table kitchen,home/recipes/side-dishes/vegetables/Sous Vide Maple-Glazed Carrots with Toasted Pecans and Mint,4 servings,5 medium carrots peeled and sliced into  1/2" thick rounds 1- 1/2 tablespoons maple syrup 1 tablespoon butter 2 tablespoons water 1 teaspoon salt  1/2 cup pecan pieces 1 tablespoon mint leaves cut into thin ribbons   ,Celebrated by chefs from Heston Blumenthal to Thomas Keller cooking sous vide calls for slowly heating vacuum-sealed food in water at low temperatures locking in natural juices and flavors lost with other methods.   The color and flavor of cooking vegetables using sous-vide technology is unparalleled to standard cooking methods. Sous vide cooking allows us to cook at a temperature a bit below the boiling point of water so there is less risk of under/overcooking your vegetables. Furthermore sealing the vegetables before cooking in a water bath helps retain the natural plant sugars which would otherwise be diluted into a large volume of cooking water. That means brighter color and fuller flavor every time.  This recipe was tested with the Sansaire immersion water circulator. Sous-vide cooking times may vary based on the device being used. Please consult your device's owner's manual for proper food-handling and safety procedures.   Discover more about sous vide cooking with the Sansaire:  Click here »  Preheat oven to 350 degrees F. Line a baking sheet with parchment paper and arrange pecan pieces in a single layer. Toast in oven for 5 minutes or until fragrant. Remove from oven and allow to cool.  Choose a pot large enough to hold the carrots with plenty of room for the water to circulate. Attach the Sansaire to the side of the pot using the clamp and add water until the level is above the minimum fill line but below the maximum fill line. Remember that the water level will rise when you add your food.   Preheat the water to 185 degrees F. Place carrot rounds in a single layer into a zip lock bag. Add maple syrup butter water and salt. With the top of the Ziploc bag open carefully submerge the bag into the pot without allowing any water into the bag itself. The pressure of the water circulating around the outside of the bag will push any air out of the bag and form a seal around the meat. Using the side of the water container carefully seal the bag.   Slowly cook until tender 35-40 minutes.   Remove bag with tongs and empty contents of bag into a small skillet. Heat on medium-high heat to reduce the liquid by half tossing carrot rounds to coat. Season with salt and pepper to taste toss with pecan pieces and mint and serve immediately.  Note: The bag of carrots can be cooled in an ice bath and held in the refrigerator until ready to finish.   
Root Vegetable Gratin with Gruyere and Thyme,Sur La Table & Andrews McMeel Publishing,home/recipes/side-dishes/vegetables/Root Vegetable Gratin with Gruyere and Thyme,6 to 8 servings,2 1/2 cups whole milk 1  1/2 cups heavy cream 2 teaspoons Kosher salt 2 teaspoons fresh thyme minced 1 clove garlic grated or finely chopped 1/8 teaspoon freshly ground black pepper 2 pounds Yukon Gold potatoes peeled and sliced  3/4 inch thick 1 pound sweet potatoes peeled and sliced  3/4 inch thick 1 pound large parsnips peeled and sliced  3/4 inch thick  1/2 teaspoons unsalted butter softened  1/2 cup shredded Gruyere cheese  1/2 cup shredded white Cheddar cheese  1/2 cup grated Parmigiano-Reggiano cheese   ,Sweet potatoes and parsnips add a subtle sweetness to this classic gratin. Use a mandolin to slice the root vegetables with precision. This will help the dish cook more evenly. The addition of three different cheeses creates a unique layering of flavors and textures.  Preheat the oven to 400 degrees F. Rub the butter over the bottom and sides of a 2-quart gratin dish.  In a large heavy pan combine the milk cream salt thyme garlic and pepper. Place over medium heat and stir for 3 minutes or until small bubbles appear around the edges of the pan. Add the Yukon Gold potatoes sweet potatoes and parsnips. Stir to coat and simmer gently uncovered for 10 to 12 minutes until the potatoes are partially cooked. Remove from the heat.  Use a slotted spoon to transfer half the vegetables to the gratin dish. Sprinkle with half each of the Gruyere cheddar and Parmigiano-Reggiano cheeses. Add the remaining vegetables. Use two forks to arrange the top layer of potatoes in a slightly overlapping design evenly distributing the different-colored potatoes. Ladle the hot cream mixture over the vegetables and sprinkle with all of the remaining cheeses.  Bake for 35 minutes or until the potatoes are tender when pierced with a skewer or the tip of a knife and the gratin is bubbling and golden. Let the gratin rest for 10 minutes before serving.   
Black Sesame Green Beans,Tested and perfected in the Sur la Table kitchen,home/recipes/side-dishes/vegetables/Black Sesame Green Beans,4 servings,ul> 1 pound green beans cut into 1 inch pieces 2 teaspoons sesame oil 2 tablespoon ginger minced 4 garlic cloves minced 1 teaspoon chili flakes crushed 1 lemon zested 1 handful cilantro leaves 1 1/2 tablespoons black sesame seeds Salt to taste   ,Start by heating a wok on the highest heat possible. Working very quickly add the sesame oil and green beans to the hot wok. Stir fry the green beans until they are just cooked through about two minutes. Add the ginger garlic chili and lemon zest and toss in the wok for thirty seconds.   Take the wok off the heat and add a squeeze of half the lemon cilantro and black sesame seeds. Season to taste.   
Cherries & Cream Quick Pops,Zoku,home/recipes/desserts/ice-cream-yogurt-sorbets/Cherries & Cream Quick Pops,6 pops,r the cherry base:   6 ounces fresh pitted cherries  1/2 cup Greek vanilla yogurt  1/2 cup whole milk 1 tablespoon granulated white sugar   For the quick shell:   2/3 cup semisweet chocolate chips  1/3 cup refined coconut oil   ,To make the Quick Shell  whisk together the chocolate and coconut oil in a double boiler over barely simmering water until the chocolate has completely melted. Remove from heat and let cool completely before applying to pops. Yields  3/4 cup.  To make the Cherry Base combine cherries yogurt milk and sugar in a blender. Blend until thoroughly combined and smooth.  Insert sticks into the Zoku Quick Pop Maker and pour the cherry base into each cavity until you reach the fill line. Let freeze completely and remove the pops with the Super Tool. Repeat with remaining pops.  Hold a pop flat side facing up use a small spoon to drizzle Quick Shell onto the pops. Wait a few seconds for the shell to harden and do the same to the other side. Enjoy!  
Vanilla Gelato with Cuisinart,Cuisinart,home/recipes/desserts/ice-cream-yogurt-sorbets/Vanilla Gelato with Cuisinart,about 5 cups (ten  1/2-cup servings),1 cup heavy cream 3 cups whole milk divided 1 cup granulated sugar 2 tablespoons cornstarch Pinch kosher salt  1/2 teaspoon pure vanilla extract 1 tablespoon liquid pectin   ,Denser than ice cream but with an irresistibly soft and silky texture gelato is a not-to-be-missed Italian treat. The Cuisinartreserved Gelateria makes it easy churning at the perfect speed to create authentic gelato at home-plus ice cream and more. Find the Gelateria in stores and at surlatable.com.  In a medium saucepan combine cream and 2 cups of the milk. Set over medium/medium-low heat and bring to a simmer.  While cream/milk mixture is heating put the remaining milk sugar cornstarch salt and vanilla into a small-medium mixing bowl. Whisk to combine.  Once cream/milk mixture comes to a simmer add the milk/sugar mixture and stir until fully combined. While still set over medium/medium-low heat continuously stir until mixture comes to a strong simmer and thickens slightly so it just coats the back of a spoon (this will take no more than 20 minutes depending on the stove being used).  Remove pan from heat stir in pectin strain and cool to room temperature. Cover and refrigerate at least 2 hours or overnight. Whisk mixture together again before pouring into the ice cream maker.  Press Gelato and then Start/Stop. Pour the mixture through the spout and then cover with the cap. Let mix until thickened. The gelato will have a soft creamy texture. If a firmer consistency is desired transfer the gelato to an airtight container and place in freezer for about 2 hours. Remove from freezer about 15 minutes before serving.  Tip: To make classic Italian affogato shown here simply pour a shot of espresso or a few tablespoons of strong coffee over the gelato.   
Sautéed Spinach with Lemon Garlic and Pine Nuts,Tested and perfected in the Sur la Table kitchen,home/recipes/side-dishes/vegetables/Sautéed Spinach with Lemon Garlic and Pine Nuts,4 servings,2 tablespoons extra-virgin olive oil 2 teaspoons minced garlic 1  1/2 pounds spinach stemmed 1 teaspoon lemon zest 3 tablespoons freshly squeezed lemon juice plus more to taste  3/4 cup pine nuts toasted Sea salt and freshly ground black pepper   ,To a large skillet set over medium heat add oil. When oil is shimmering add garlic and cook until fragrant about 1 minute. Add spinach and cook stirring often until just wilted 3 to 4 minutes. Remove skillet from heat. Taste and adjust seasoning with salt and pepper. Transfer spinach to a serving platter.  To serve: Toss spinach with lemon zest lemon juice and pine nuts. Taste and adjust seasoning with salt and pepper; serve immediately.  
Nectarine and Raspberry Galette,Eating Local: Reprinted with permission of Andrews McMeel Publishing recipes by Janet Fletcher photography by Sara Remington,home/recipes/desserts/pies-pastries-tarts/Nectarine and Raspberry Galette,8 servings,Galette Dough: 2 cups unbleached all-purpose flour  3/4 teaspoon kosher or sea salt  1/2 cup plus 7 tablespoons unsalted butter chilled cut into small pieces About  3/4 cup ice water  Filling: 1 1/2 pounds nectarines halved pitted and sliced lengthwise  1/2 pint raspberries 3 tablespoons granulated sugar 1 large egg yolk whisked with 1 teaspoon water for egg wash About 1 tablespoon sparkling sugar (coarse decorating sugar)   ,You can adapt this galette to other summer fruits such as apricots plums or berries. In the fall fill it with apples or pears. The beauty of a galette-a tart with a wide rim of dough folded over the fruit-is its rusticity. It should look like a grandmother not a pastry chef made it.  To make the dough: Put the flour and salt in a food processor and pulse a few times to blend. Add half the butter and pulse just until the fat is evenly distributed and coated with flour. Add the remaining butter and pulse a few times just until it is coated with flour. There should still be pieces of flour-coated butter about the size of large peas. Transfer the mixture to a bowl.   Drizzle in the ice water while tossing with a fork adding water just until the mixture begins to come together. Gather the dough with your hands and knead gently if necessary to get it to hold together. Resist the temptation to add more water. Handling the dough as little as possible shape it into a thick disk like a hamburger patty then wrap it in plastic wrap and refrigerate until chilled at least 2 hours or up to 1 day.  Preheat the oven to 425 degrees F. If you have a baking stone put it in the oven on the middle rack to preheat for at least 45 minutes.  Remove the dough from the refrigerator about 10 minutes before you are ready to roll it to allow it to soften slightly. If it is too cold it will be brittle and difficult to roll. Unwrap the dough and place it between 2 sheets of parchment paper at least 16 inches square. With a rolling pin flatten the dough into a 15-inch circle.   To prevent sticking occasionally lift the top sheet of parchment and lightly flour the dough then replace the parchment and invert the dough so the bottom sheet is on top. Peel back that sheet of parchment and lightly flour the dough then replace the parchment and continue rolling.  When the circle is large enough remove the top sheet of parchment and transfer the dough still on the bottom sheet of parchment to a rimless baking sheet.   To assemble the galette: Working 2 inches from the edge of the dough place the nectarine slices in concentric rings. Scatter the raspberries evenly over the nectarines. Sprinkle the fruit with the granulated sugar.  Using a palette knife or other broad knife to help you lift the dough off the parchment gently fold the uncovered edge of the dough over the fruit to make a wide rough-edged rim. Make sure there are no cracks in the dough for juices to seep through. Brush the rim with the egg wash then sprinkle the rim with the sparkling sugar. With scissors cut off the exposed parchment paper. (It's okay if a little paper is exposed.)  Baking and serving: If you have a baking stone in the oven slide the galette still on the bottom sheet of parchment directly onto the stone. If you do not have a baking stone bake the galette on the rimless baking sheet. Bake until the crust is golden and the nectarines are juicy about 50 minutes. Slide the galette onto a rack to cool slightly. To serve slide it from the rack onto a cutting board and cut into wedges. Serve warm.   
